Alert ID,Ticker,Name,Description,Time
2223584382,"NYMEX:MNG1!, 15m",,"{""symbol"":""MNG1!"",""side"":""S"",""price"":3.14}",2025-04-28T06:18:07Z
2223586074,"COMEX_MINI:MHG1!, 15m",,"{""symbol"":""MHG1!"",""side"":""B"",""price"":4.8145}",2025-04-28T05:26:27Z
2223586074,"COMEX_MINI:MHG1!, 15m",,"{""symbol"":""MHG1!"",""side"":""B"",""price"":4.814}",2025-04-28T05:02:39Z
2223593158,"CME_MINI:MES1!, 15m",,"{""symbol"":""MES1!"",""side"":""S"",""price"":5515.25}",2025-04-28T03:27:23Z
2223586248,"COMEX_MINI:MHG1!, 15m",,"{""symbol"":""MHG1!"",""side"":""S"",""price"":4.8175}",2025-04-27T23:58:29Z
2223584382,"NYMEX:MNG1!, 15m",,"{""symbol"":""MNG1!"",""side"":""S"",""price"":3.089}",2025-04-25T17:23:24Z
2223593469,"CBOT_MINI:MYM1!, 15m",,"{""symbol"":""MYM1!"",""side"":""B"",""price"":40244}",2025-04-25T17:17:28Z
2223584382,"NYMEX:MNG1!, 15m",,"{""symbol"":""MNG1!"",""side"":""S"",""price"":3.089}",2025-04-25T16:46:45Z
2223592996,"CME_MINI:MES1!, 15m",,"{""symbol"":""MES1!"",""side"":""B"",""price"":5528}",2025-04-25T16:32:03Z
2223592996,"CME_MINI:MES1!, 15m",,"{""symbol"":""MES1!"",""side"":""B"",""price"":5528}",2025-04-25T16:24:19Z
2223589138,"CBOT:ZC1!, 15m",,"{""symbol"":""ZC1!"",""side"":""S"",""price"":478}",2025-04-25T16:02:24Z
2223583060,"NYMEX:MCL1!, 15m",,"{""symbol"":""MCL1!"",""side"":""B"",""price"":62.6}",2025-04-25T14:05:19Z
2223583060,"NYMEX:MCL1!, 15m",,"{""symbol"":""MCL1!"",""side"":""B"",""price"":62.59}",2025-04-25T13:55:33Z
2223592493,"ICEUS_DLY:SB1!, 15m",,"{""symbol"":""SB1!"",""side"":""S"",""price"":17.9}",2025-04-25T13:55:00Z
2223584182,"NYMEX:MNG1!, 15m",,"{""symbol"":""MNG1!"",""side"":""B"",""price"":3.087}",2025-04-25T13:53:40Z
2223592493,"ICEUS_DLY:SB1!, 15m",,"{""symbol"":""SB1!"",""side"":""S"",""price"":17.9}",2025-04-25T13:47:01Z
2223588529,"CBOT:ZC1!, 15m",,"{""symbol"":""ZC1!"",""side"":""B"",""price"":479.75}",2025-04-25T13:38:36Z
2223590944,"CBOT:ZL1!, 15m",,"{""symbol"":""ZL1!"",""side"":""S"",""price"":50.66}",2025-04-25T13:33:47Z
2223590944,"CBOT:ZL1!, 15m",,"{""symbol"":""ZL1!"",""side"":""S"",""price"":50.67}",2025-04-25T12:41:54Z
2223591408,"CBOT:ZW1!, 15m",,"{""symbol"":""ZW1!"",""side"":""S"",""price"":546.5}",2025-04-25T12:29:59Z
